Time (s),Signal
0.0,10.6684994428513
0.060006000600060005,9.52535991746567
0.12001200120012001,11.807067613657752
0.18001800180018002,10.088558900138075
0.24002400240024002,12.881594740478178
0.3000300030003,8.311597760424721
0.36003600360036003,9.34557626835477
0.42004200420042004,6.574779765220946
0.48004800480048004,11.905163554324409
0.54005400540054,8.353253851558991
0.6000600060006,13.108566017425671
0.6600660066006601,6.378302251439475
0.7200720072007201,8.733118832372082
0.7800780078007801,13.032975109282761
0.8400840084008401,11.897578974165532
0.9000900090009001,4.965771935796351
0.9600960096009601,10.92749095485669
1.02010201020102,8.358288592948872
1.08010801080108,11.755031464615605
1.14011401140114,9.269831020045117
1.2001200120012,11.634019750909461
1.2601260126012601,7.494688201685756
1.3201320132013201,9.782841850708255
1.3801380138013801,10.8517359175155
1.4401440144014401,8.364274383929276
1.5001500150015001,9.590706512050819
1.5601560156015601,13.340684784072016
1.6201620162016201,11.078127993642465
1.6801680168016802,6.576892742931733
1.7401740174017402,9.794012414304312
1.8001800180018002,12.010991211185836
1.8601860186018602,9.2926763887102
1.9201920192019202,11.407102871440676
1.9801980198019802,12.302747591697827
2.04020402040204,7.499727003341821
2.1002100210021,11.19687644224591
2.16021602160216,10.874277805329259
2.22022202220222,12.527958869635267
2.28022802280228,9.70153626002683
2.34023402340234,11.128770128488583
2.4002400240024,13.301023075514788
2.4602460246024602,12.4366664688914
2.5202520252025202,9.44288204199439
2.5802580258025802,10.411431927807113
2.6402640264026402,13.977962683879003
2.7002700270027002,5.8302024451652015
2.7602760276027603,7.234484912804157
2.8202820282028203,12.674322118199326
2.8802880288028803,10.98125527308235
2.9402940294029403,12.631800155483605
3.0003000300030003,10.72462927164222
3.0603060306030603,11.743597733935125
3.1203120312031203,12.71375715172389
3.1803180318031803,11.308917564062272
3.2403240324032403,10.358842767211199
3.3003300330033003,13.225449384653782
3.3603360336033603,11.283685462364403
3.4203420342034203,10.930385517207933
3.4803480348034803,14.389799978973759
3.5403540354035403,8.321431555428623
3.6003600360036003,7.5441618193993785
3.6603660366036603,14.521917319917037
3.7203720372037203,7.013567721547444
3.7803780378037803,14.341309136272976
3.8403840384038403,10.790828541994992
3.9003900390039004,7.944799870709916
3.9603960396039604,11.438750442965723
4.02040204020402,8.59524345306071
4.08040804080408,9.385565345522231
4.14041404140414,11.554140015807015
4.2004200420042,8.914276087784353
4.26042604260426,8.882269055785098
4.32043204320432,12.326019107869074
4.38043804380438,9.371433809191865
4.44044404440444,8.682769486275076
4.5004500450045,6.6931517354864365
4.56045604560456,8.834046780800428
4.62046204620462,8.94011561680166
4.68046804680468,8.701316267593263
4.74047404740474,13.735668498663888
4.8004800480048,13.485961102057889
4.86048604860486,11.037491081070222
4.9204920492049204,9.605607984271531
4.9804980498049805,9.339700002401855
5.0405040504050405,10.927894944977016
5.1005100510051005,10.852223591541147
5.1605160516051605,8.584555157001372
5.2205220522052205,12.814530005993198
5.2805280528052805,9.553978719303462
5.3405340534053405,11.093948103549765
5.4005400540054005,8.976017581409366
5.4605460546054605,8.135915504739167
5.5205520552055205,6.927801299064366
5.5805580558055805,11.225915265339351
5.6405640564056405,10.61198435528868
5.7005700570057005,8.823505655371127
5.7605760576057605,10.737677495893434
5.8205820582058205,10.45464873683408
5.8805880588058805,12.378988671600741
5.9405940594059405,8.124434366024886
6.0006000600060005,11.939133428129658
6.0606060606060606,9.199138530350849
6.120612061206121,10.837848466662484
6.180618061806181,5.666170685099797
6.240624062406241,8.979857544762986
6.300630063006301,10.211938520575483
6.360636063606361,10.690882352373482
6.420642064206421,10.668778134652998
6.480648064806481,8.218348242174082
6.540654065406541,12.766378699933426
6.600660066006601,8.424815444534282
6.660666066606661,12.066687520985369
6.720672067206721,9.211356320973175
6.780678067806781,12.672275478393338
6.840684068406841,11.474454492291056
6.900690069006901,12.941646191741558
6.960696069606961,11.82243177384931
7.020702070207021,10.739399081987148
7.080708070807081,11.285211794971774
7.140714071407141,9.85883574215767
7.200720072007201,12.390574314401395
7.260726072607261,12.59423840481136
7.320732073207321,8.793106926573174
7.380738073807381,8.891573428751697
7.440744074407441,13.510478112184064
7.500750075007501,14.026335005300208
7.560756075607561,8.675815865619835
7.620762076207621,9.341381564044822
7.680768076807681,8.97762117638333
7.740774077407741,9.152393234827606
7.800780078007801,13.138443258271359
7.860786078607861,13.7249230766426
7.920792079207921,11.814686988080545
7.980798079807981,14.320717709883594
8.04080408040804,12.873497196160217
8.1008100810081,10.382234991949577
8.16081608160816,17.219874370407414
8.22082208220822,11.13673614523279
8.28082808280828,11.20558891423324
8.34083408340834,14.57210403891174
8.4008400840084,10.80836439409686
8.46084608460846,10.792475062572493
8.52085208520852,12.283529626844535
8.58085808580858,12.413209186931146
8.64086408640864,11.3780203811192
8.7008700870087,10.628472927514567
8.76087608760876,9.488156686744418
8.82088208820882,10.891625845601911
8.88088808880888,12.758269525450704
8.94089408940894,11.323164353688153
9.000900090009,16.073295980490563
9.06090609060906,10.25546023811785
9.12091209120912,8.289272792040281
9.18091809180918,10.620641834240407
9.24092409240924,10.803345940546611
9.3009300930093,13.592363617363052
9.36093609360936,11.35050341436987
9.42094209420942,12.204907907143165
9.48094809480948,13.401391648857356
9.54095409540954,15.318779374700075
9.6009600960096,8.563639747908589
9.66096609660966,13.143121444376069
9.72097209720972,11.183237037674072
9.780978097809781,11.368182182859863
9.840984098409841,10.728640154120292
9.900990099009901,8.636961327567066
9.960996099609961,9.886446414969523
10.021002100210021,10.214326906607296
10.081008100810081,13.78347843204623
10.141014101410141,15.506274771365705
10.201020102010201,11.627513994505806
10.261026102610261,13.517360712898993
10.321032103210321,8.306343671258752
10.381038103810381,12.246705867766092
10.441044104410441,9.974699397033433
10.501050105010501,11.521257458045058
10.561056105610561,13.686310336737074
10.621062106210621,12.522625607570243
10.681068106810681,10.815592676524782
10.741074107410741,12.820424201153363
10.801080108010801,15.24901778034542
10.861086108610861,12.550309449443498
10.921092109210921,10.477972878861044
10.981098109810981,9.018875891241212
11.041104110411041,13.407335609579661
11.101110111011101,10.223677453054425
11.161116111611161,11.786193890682698
11.221122112211221,13.974379717843133
11.281128112811281,10.857519211729453
11.341134113411341,14.011913388793495
11.401140114011401,10.701553275522446
11.461146114611461,9.908011164614134
11.521152115211521,10.894996909487352
11.581158115811581,12.587432146362515
11.641164116411641,9.898092842674124
11.701170117011701,11.714916928463303
11.761176117611761,15.925430844921598
11.821182118211821,14.026065307738367
11.881188118811881,10.41284768273613
11.941194119411941,15.523038929812452
12.001200120012001,13.387691070283049
12.061206120612061,13.73987890083777
12.121212121212121,12.749449194758588
12.181218121812181,11.563695862208343
12.241224122412241,15.003493742965428
12.301230123012301,13.225881583855031
12.361236123612361,13.825261517262279
12.421242124212421,11.08495699084629
12.481248124812481,11.816387868056538
12.541254125412541,10.611835804915565
12.601260126012601,12.551546541489364
12.661266126612661,12.609438720539464
12.721272127212721,12.679553355421985
12.781278127812781,11.952724170118142
12.841284128412841,11.930140389842213
12.901290129012901,13.965436783801335
12.961296129612961,13.44496115947817
13.021302130213021,15.076331687712381
13.081308130813081,12.404156166573241
13.141314131413141,9.195636340050916
13.201320132013201,14.547894370096227
13.261326132613261,10.610793383875684
13.321332133213321,12.494474611921452
13.381338133813381,14.27113651151588
13.441344134413441,15.702334601287966
13.501350135013501,11.164045715812188
13.561356135613561,12.319205037295257
13.621362136213621,8.022583723418862
13.681368136813681,12.70754986367013
13.741374137413741,10.891555609548115
13.801380138013801,12.997481739747663
13.861386138613861,9.913797083615508
13.921392139213921,12.897317844526839
13.981398139813981,13.304308824464716
14.041404140414041,15.16298801959613
14.101410141014101,8.215764858938007
14.161416141614161,14.648971626621039
14.221422142214221,9.106689105124905
14.281428142814281,9.766394154342425
14.341434143414341,9.434274110997032
14.401440144014401,15.332522274558658
14.461446144614461,11.151378730006961
14.521452145214521,12.882949061959195
14.581458145814581,10.557404407971088
14.641464146414641,13.733391159920753
14.701470147014701,14.335742972787795
14.761476147614761,14.663639623163224
14.821482148214821,13.166031148071406
14.881488148814881,12.891945688611196
14.941494149414941,11.196469094484486
15.001500150015001,14.84165930483326
15.061506150615061,12.919844646023089
15.121512151215121,15.331676100819088
15.181518151815181,9.902376699374766
15.241524152415241,9.683114450283382
15.301530153015301,13.160152808561637
15.361536153615361,13.602938556064073
15.421542154215421,11.035372395369535
15.481548154815481,14.485095426827874
15.541554155415541,10.167881904039252
15.601560156015601,12.279227844748045
15.661566156615661,14.02989504041484
15.721572157215721,14.972747074046698
15.781578157815781,12.20077956620136
15.841584158415841,9.329491654098245
15.901590159015901,12.738379693228222
15.961596159615961,13.30220173728658
16.02160216021602,13.750083275393365
16.08160816081608,13.506334701716987
16.141614161416143,12.871140382555362
16.2016201620162,15.716127584428236
16.26162616261626,15.541345587282777
16.32163216321632,9.683682801028654
16.381638163816383,12.672849235360106
16.44164416441644,9.668451758308906
16.5016501650165,8.046411792803177
16.56165616561656,11.070357070327725
16.621662166216623,12.312263309621002
16.68166816681668,10.596490407823655
16.74167416741674,8.83130825515598
16.8016801680168,10.65644721391218
16.861686168616863,15.497901868990361
16.92169216921692,13.756479138807684
